lead_time,avg_price_per_room,no_of_special_requests,arrival_date,arrival_month,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
1.0986122886681098,3.8394523125933104,0.0,27,1,1.3862943611198906,1.6094379124341003,0.0,7.610357618312838,2,1
4.663439094112067,4.330733340286331,0.0,12,10,1.3862943611198906,1.3862943611198906,0.0,7.610357618312838,2,0
5.111987788356544,4.995183189537334,0.0,12,8,1.6094379124341003,1.0986122886681098,0.6931471805599453,7.610357618312838,3,0
5.003946305945459,4.657762636107262,0.6931471805599453,27,10,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,0
4.77912349311153,5.240953049158466,0.0,24,5,1.6094379124341003,1.6094379124341003,0.0,7.610357618312838,2,0
0.0,4.7535901911063645,0.0,31,7,1.6094379124341003,0.0,0.6931471805599453,7.610357618312838,2,1
2.5649493574615367,4.68213122712422,0.0,4,10,1.3862943611198906,0.0,1.0986122886681098,7.609862200913554,2,1
5.886104031450156,4.3694478524670215,0.6931471805599453,14,10,1.3862943611198906,1.3862943611198906,1.0986122886681098,7.610357618312838,2,0
4.174387269895637,4.60816569496789,0.6931471805599453,17,4,1.6094379124341003,0.6931471805599453,1.0986122886681098,7.610357618312838,2,1
5.71042701737487,3.970291913552122,0.0,18,11,1.3862943611198906,1.0986122886681098,0.0,7.610357618312838,2,0
4.3694478524670215,4.251348311031766,0.6931471805599453,20,3,1.6094379124341003,1.791759469228055,1.0986122886681098,7.610357618312838,1,1
3.828641396489095,4.460144413937834,0.0,18,6,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.610357618312838,2,1
2.70805020110221,4.700480365792417,0.0,8,6,1.6094379124341003,0.6931471805599453,0.0,7.610357618312838,1,1
5.3230099791384085,4.312810523985199,0.0,26,8,1.6094379124341003,1.0986122886681098,0.6931471805599453,7.610357618312838,2,0
0.0,4.577490616881349,0.6931471805599453,7,9,1.6094379124341003,1.0986122886681098,0.6931471805599453,7.609862200913554,1,1
5.081404364984463,4.687763484291945,0.6931471805599453,23,5,1.6094379124341003,1.6094379124341003,0.6931471805599453,7.610357618312838,2,0
4.110873864173311,4.330733340286331,0.0,20,3,1.3862943611198906,1.0986122886681098,1.0986122886681098,7.610357618312838,2,0
0.6931471805599453,4.499809670330265,1.0986122886681098,17,4,1.6094379124341003,0.0,0.6931471805599453,7.610357618312838,2,1
2.9444389791664403,4.867534450455582,0.6931471805599453,26,9,1.6094379124341003,0.0,0.6931471805599453,7.610357618312838,2,0
4.564348191467836,4.892602227184663,0.0,20,10,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,0
4.465908118654584,4.605170185988092,1.0986122886681098,4,11,1.6094379124341003,1.0986122886681098,0.6931471805599453,7.610357618312838,2,1
2.772588722239781,4.773223770984341,0.6931471805599453,28,12,1.6094379124341003,1.6094379124341003,0.0,7.610357618312838,2,1
5.147494476813453,4.403665809777363,0.0,11,7,1.6094379124341003,1.6094379124341003,0.6931471805599453,7.610357618312838,2,0
2.9444389791664403,5.0238805208462765,1.0986122886681098,6,8,1.6094379124341003,1.0986122886681098,1.0986122886681098,7.610357618312838,2,1
2.5649493574615367,4.219507705176107,0.0,12,10,1.0986122886681098,0.6931471805599453,0.0,7.610357618312838,1,1
5.030437921392435,4.953712146696635,1.0986122886681098,4,8,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,3,0
5.062595033026967,4.697384669975903,0.0,31,8,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,0
0.6931471805599453,4.6197631882909915,0.0,7,12,1.6094379124341003,1.6094379124341003,0.6931471805599453,7.610357618312838,2,1
3.4339872044851463,4.851248708584797,0.6931471805599453,15,5,1.6094379124341003,1.0986122886681098,1.0986122886681098,7.610357618312838,2,0
3.4657359027997265,4.51085950651685,0.6931471805599453,9,4,1.0986122886681098,0.6931471805599453,0.0,7.610357618312838,1,1
4.7535901911063645,4.127134385045092,0.0,27,2,1.3862943611198906,1.0986122886681098,1.0986122886681098,7.610357618312838,1,0
3.4339872044851463,4.851248708584797,0.6931471805599453,15,5,1.6094379124341003,1.0986122886681098,1.0986122886681098,7.610357618312838,2,0
3.871201010907891,4.666265285347902,0.0,11,4,1.6094379124341003,0.6931471805599453,0.6931471805599453,7.610357618312838,2,0
4.564348191467836,4.41968362585098,0.6931471805599453,27,4,1.6094379124341003,1.6094379124341003,0.0,7.610357618312838,2,0
4.875197323201151,4.747537427275013,0.0,5,5,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,0
4.04305126783455,4.549657476057832,0.6931471805599453,25,11,1.6094379124341003,1.0986122886681098,0.0,7.610357618312838,2,0
3.4657359027997265,4.22683374526818,0.0,5,2,1.6094379124341003,1.0986122886681098,0.0,7.610357618312838,2,0
4.290459441148391,4.785823685681349,1.0986122886681098,20,10,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,1
3.4339872044851463,4.991112627607392,1.0986122886681098,15,7,1.6094379124341003,1.6094379124341003,1.0986122886681098,7.610357618312838,1,1
3.295836866004329,4.574298522321004,0.6931471805599453,31,10,1.6094379124341003,1.791759469228055,1.0986122886681098,7.609862200913554,2,1
4.007333185232471,4.6872108963243,0.0,9,7,1.6094379124341003,1.0986122886681098,1.0986122886681098,7.610357618312838,1,0
1.6094379124341003,5.056245805348308,0.0,6,4,1.6094379124341003,0.6931471805599453,0.0,7.610357618312838,1,0
3.9318256327243257,4.256605125012738,1.0986122886681098,22,2,1.6094379124341003,1.6094379124341003,0.6931471805599453,7.610357618312838,2,1
2.833213344056216,4.912654885736052,0.6931471805599453,9,3,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,1
4.0943445622221,4.613634264400221,0.0,27,4,1.6094379124341003,1.6094379124341003,0.0,7.610357618312838,2,0
5.2832037287379885,4.666265285347902,0.0,4,8,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,0
0.0,2.302585092994046,0.0,11,10,1.6094379124341003,0.0,1.0986122886681098,7.609862200913554,1,1
3.091042453358316,5.10594547390058,0.6931471805599453,19,9,1.6094379124341003,0.0,0.6931471805599453,7.610357618312838,2,0
5.030437921392435,4.747537427275013,0.6931471805599453,10,8,1.6094379124341003,1.0986122886681098,0.0,7.610357618312838,2,0
4.605170185988092,4.551558416539442,0.6931471805599453,10,4,1.6094379124341003,1.6094379124341003,1.0986122886681098,7.610357618312838,2,0
3.6635616461296463,4.9037921984782065,0.0,24,3,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,0
5.634789603169249,4.403665809777363,0.6931471805599453,10,10,1.3862943611198906,1.0986122886681098,0.6931471805599453,7.610357618312838,2,1
4.0943445622221,4.454347296253507,0.0,29,10,1.3862943611198906,1.0986122886681098,0.0,7.609862200913554,2,1
3.4965075614664802,5.017279836814924,0.6931471805599453,18,7,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.610357618312838,3,1
4.23410650459726,0.0,0.0,29,9,1.6094379124341003,1.0986122886681098,0.0,7.609862200913554,2,1
4.61512051684126,4.995183189537334,1.0986122886681098,3,7,1.6094379124341003,0.0,1.0986122886681098,7.610357618312838,3,1
4.882801922586371,4.5591262474866845,0.6931471805599453,8,5,1.6094379124341003,0.6931471805599453,1.0986122886681098,7.610357618312838,2,1
2.6390573296152584,4.167904765330129,0.0,13,3,1.3862943611198906,1.3862943611198906,1.0986122886681098,7.610357618312838,2,1
4.127134385045092,4.808111029984782,1.0986122886681098,13,5,1.6094379124341003,1.0986122886681098,0.6931471805599453,7.610357618312838,2,1
2.4849066497880004,4.971201224850849,0.0,7,10,1.3862943611198906,0.6931471805599453,0.0,7.609862200913554,1,1
1.3862943611198906,4.279440045898781,0.0,16,5,1.3862943611198906,0.0,0.6931471805599453,7.610357618312838,1,1
5.056245805348308,4.721618998631338,1.0986122886681098,16,7,1.6094379124341003,1.3862943611198906,1.0986122886681098,7.610357618312838,2,0
3.4339872044851463,4.460144413937834,0.0,2,6,1.3862943611198906,1.0986122886681098,0.0,7.610357618312838,2,1
1.3862943611198906,4.941642422609304,0.0,8,7,1.6094379124341003,1.0986122886681098,0.0,7.610357618312838,2,0
3.4339872044851463,4.925222638470323,0.6931471805599453,21,5,1.6094379124341003,1.6094379124341003,1.0986122886681098,7.610357618312838,2,1
4.7535901911063645,4.127134385045092,0.0,27,2,1.3862943611198906,1.0986122886681098,1.0986122886681098,7.610357618312838,1,0
3.8501476017100584,4.829113417472866,0.6931471805599453,21,3,1.6094379124341003,1.3862943611198906,0.6931471805599453,7.610357618312838,3,0
4.290459441148391,4.623010104116422,0.0,3,4,1.6094379124341003,0.6931471805599453,1.0986122886681098,7.610357618312838,2,0
5.327876168789581,4.836281906951478,0.0,29,5,1.3862943611198906,0.6931471805599453,1.0986122886681098,7.610357618312838,3,0
1.9459101490553132,5.0072963928307415,0.6931471805599453,6,10,1.6094379124341003,1.6094379124341003,0.0,7.609862200913554,1,1
3.258096538021482,4.780383203544751,0.6931471805599453,19,9,1.6094379124341003,1.6094379124341003,1.0986122886681098,7.609862200913554,2,1
3.1354942159291497,4.492337377713747,0.6931471805599453,21,11,1.6094379124341003,0.6931471805599453,1.0986122886681098,7.609862200913554,2,1
0.6931471805599453,4.672828834461906,0.6931471805599453,5,2,1.6094379124341003,1.6094379124341003,1.0986122886681098,7.610357618312838,2,1
1.0986122886681098,4.440295542797857,0.0,10,2,1.3862943611198906,1.6094379124341003,0.6931471805599453,7.610357618312838,2,1
4.653960350157523,4.793308128103486,0.0,21,8,1.6094379124341003,0.6931471805599453,1.0986122886681098,7.610357618312838,2,1
4.382026634673881,4.059407992341204,0.6931471805599453,12,3,1.6094379124341003,1.791759469228055,1.0986122886681098,7.610357618312838,2,1
5.3612921657094255,4.416065676897304,0.0,19,6,1.6094379124341003,0.0,1.0986122886681098,7.610357618312838,2,0
4.406719247264253,4.913757219119769,0.0,15,5,1.6094379124341003,1.3862943611198906,1.0986122886681098,7.610357618312838,2,0
5.529429087511423,4.321347323862031,1.0986122886681098,28,12,1.6094379124341003,2.302585092994046,1.0986122886681098,7.610357618312838,0,0
1.9459101490553132,4.406719247264253,0.6931471805599453,1,12,1.6094379124341003,0.6931471805599453,0.0,7.609862200913554,1,1
5.10594547390058,4.502583597212991,0.0,1,8,1.6094379124341003,1.6094379124341003,0.6931471805599453,7.610357618312838,2,0
2.0794415416798357,5.136797937383345,0.0,7,3,1.6094379124341003,1.791759469228055,0.6931471805599453,7.610357618312838,2,0
5.231108616854587,4.640537329825382,1.0986122886681098,30,9,1.6094379124341003,1.0986122886681098,1.0986122886681098,7.610357618312838,2,0
4.290459441148391,4.460144413937834,0.6931471805599453,18,4,1.6094379124341003,0.0,0.6931471805599453,7.610357618312838,2,0
1.791759469228055,5.062595033026967,1.0986122886681098,21,4,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,3,1
3.4011973816621555,4.624972813284271,0.6931471805599453,18,4,1.6094379124341003,0.0,0.6931471805599453,7.610357618312838,2,1
4.060443010546419,4.508438997028319,0.0,27,3,1.6094379124341003,1.791759469228055,1.0986122886681098,7.610357618312838,2,1
5.351858133476067,4.990432586778736,0.0,27,7,1.3862943611198906,1.0986122886681098,0.0,7.610357618312838,2,0
3.713572066704308,4.735759755691693,0.0,23,3,1.6094379124341003,1.6094379124341003,0.0,7.610357618312838,2,0
4.6913478822291435,4.536891345234797,0.0,4,5,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,1,1
5.43372200355424,4.758749273916392,1.0986122886681098,5,10,1.6094379124341003,1.6094379124341003,1.0986122886681098,7.610357618312838,2,0
3.1354942159291497,4.557344556505487,1.0986122886681098,3,3,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,1
4.820281565605037,4.794550107149492,0.6931471805599453,7,6,1.6094379124341003,1.791759469228055,0.6931471805599453,7.610357618312838,2,1
3.9512437185814275,5.0770470596155075,0.0,7,5,1.6094379124341003,0.6931471805599453,1.0986122886681098,7.610357618312838,3,0
4.795790545596741,4.502583597212991,0.6931471805599453,2,5,1.6094379124341003,1.3862943611198906,0.6931471805599453,7.610357618312838,2,0
5.455321115357702,4.51085950651685,0.0,14,10,1.3862943611198906,1.0986122886681098,0.6931471805599453,7.610357618312838,2,0
5.60947179518496,4.511957804265912,0.0,28,7,1.6094379124341003,1.3862943611198906,1.0986122886681098,7.610357618312838,2,0
5.389071729816501,3.925531355452938,0.0,9,12,1.6094379124341003,1.0986122886681098,0.0,7.610357618312838,1,0
3.8501476017100584,4.733299513698619,0.6931471805599453,25,10,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,0
4.736198448394496,4.622518824322705,0.6931471805599453,25,4,1.6094379124341003,1.3862943611198906,0.6931471805599453,7.610357618312838,2,1
2.995732273553991,4.605170185988092,1.0986122886681098,9,5,1.6094379124341003,0.6931471805599453,0.6931471805599453,7.610357618312838,2,1
3.871201010907891,4.785823685681349,0.0,23,4,1.6094379124341003,0.6931471805599453,0.0,7.610357618312838,2,0
4.532599493153256,4.51085950651685,0.6931471805599453,16,1,1.6094379124341003,0.6931471805599453,0.6931471805599453,7.610357618312838,2,1
3.4657359027997265,4.330733340286331,0.0,26,10,1.3862943611198906,1.0986122886681098,0.6931471805599453,7.609862200913554,2,1
5.1647859739235145,4.520701029361642,1.3862943611198906,1,11,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,1
3.4339872044851463,4.493120682179469,0.0,4,3,1.6094379124341003,1.0986122886681098,0.0,7.610357618312838,1,1
3.044522437723423,4.7295977643631435,0.6931471805599453,29,8,1.6094379124341003,1.3862943611198906,0.6931471805599453,7.610357618312838,2,1
4.007333185232471,4.763028270603671,0.0,6,5,1.6094379124341003,1.0986122886681098,0.0,7.610357618312838,2,0
4.653960350157523,4.7104306966455844,0.6931471805599453,4,5,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,1,1
1.791759469228055,5.043425116919247,1.6094379124341003,17,9,1.6094379124341003,0.6931471805599453,0.6931471805599453,7.610357618312838,2,1
3.6375861597263857,4.851248708584797,0.0,21,5,1.6094379124341003,1.0986122886681098,1.0986122886681098,7.610357618312838,2,0
4.5217885770490405,4.919250732294404,0.6931471805599453,3,9,1.6094379124341003,1.0986122886681098,1.0986122886681098,7.610357618312838,2,1
2.5649493574615367,5.218570448457781,0.0,24,3,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,3,0
4.897839799950911,4.52124495105033,0.0,8,6,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,0
0.6931471805599453,4.624972813284271,0.6931471805599453,8,4,1.6094379124341003,0.6931471805599453,0.0,7.610357618312838,2,1
3.5553480614894135,4.56611745872439,0.6931471805599453,26,9,1.6094379124341003,1.3862943611198906,0.6931471805599453,7.610357618312838,2,1
5.4638318050256105,4.651099117876491,1.0986122886681098,19,10,1.6094379124341003,1.6094379124341003,0.6931471805599453,7.610357618312838,2,0
5.564520407322694,4.059407992341204,0.6931471805599453,16,11,1.6094379124341003,1.6094379124341003,0.6931471805599453,7.610357618312838,2,1
3.295836866004329,4.795790545596741,0.0,8,6,1.3862943611198906,0.6931471805599453,0.0,7.610357618312838,2,1
4.74493212836325,5.020255537473246,0.0,15,6,1.6094379124341003,1.6094379124341003,0.0,7.610357618312838,3,1
3.6635616461296463,4.367674128449481,0.6931471805599453,2,12,1.6094379124341003,1.0986122886681098,1.0986122886681098,7.610357618312838,0,1
5.697093486505405,4.514150787600923,0.6931471805599453,29,12,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,1
4.2626798770413155,4.683056724645162,0.0,7,7,1.6094379124341003,0.6931471805599453,0.0,7.610357618312838,2,0
4.382026634673881,4.844187086458591,1.0986122886681098,27,12,1.6094379124341003,0.6931471805599453,0.0,7.610357618312838,2,1
3.295836866004329,5.0238805208462765,0.6931471805599453,2,7,1.6094379124341003,0.6931471805599453,0.6931471805599453,7.610357618312838,2,0
5.60947179518496,4.716532653841552,0.0,27,12,1.6094379124341003,1.791759469228055,0.6931471805599453,7.610357618312838,2,1
4.7535901911063645,4.637927750226264,0.6931471805599453,29,2,1.6094379124341003,1.791759469228055,0.6931471805599453,7.610357618312838,2,1
5.575949103146316,4.709530201312334,0.0,21,10,1.6094379124341003,1.0986122886681098,0.0,7.610357618312838,2,0
3.1780538303479458,0.0,0.6931471805599453,8,12,1.6094379124341003,0.0,0.0,7.610357618312838,2,1
5.58724865840025,4.330733340286331,0.0,2,12,1.3862943611198906,1.0986122886681098,0.0,7.610357618312838,1,1
4.762173934797756,4.127134385045092,0.0,28,2,1.3862943611198906,0.6931471805599453,1.0986122886681098,7.610357618312838,1,0
5.480638923341991,4.865224091322398,0.0,28,10,1.6094379124341003,1.0986122886681098,0.0,7.610357618312838,3,0
2.995732273553991,5.147494476813453,1.0986122886681098,11,3,1.6094379124341003,1.0986122886681098,0.6931471805599453,7.610357618312838,2,1
3.4011973816621555,4.875197323201151,0.0,17,12,1.6094379124341003,0.6931471805599453,0.0,7.610357618312838,1,1
5.075173815233827,4.78164132910387,0.0,5,8,1.6094379124341003,0.6931471805599453,0.0,7.610357618312838,1,0
5.278114659230517,5.1664987919271885,0.0,26,8,1.6094379124341003,1.0986122886681098,0.6931471805599453,7.610357618312838,2,0
3.1780538303479458,4.696563614417302,0.6931471805599453,2,5,1.6094379124341003,1.0986122886681098,0.6931471805599453,7.610357618312838,2,1
4.07753744390572,5.314682720634301,1.0986122886681098,30,3,1.6094379124341003,1.6094379124341003,0.0,7.610357618312838,2,0
2.995732273553991,5.46260223585584,1.0986122886681098,18,9,1.6094379124341003,1.791759469228055,1.0986122886681098,7.610357618312838,2,0
4.454347296253507,4.316821224548606,1.0986122886681098,17,3,1.6094379124341003,1.3862943611198906,1.0986122886681098,7.610357618312838,2,1
3.9512437185814275,4.248495242049359,0.6931471805599453,11,11,1.3862943611198906,1.6094379124341003,0.0,7.609862200913554,2,1
2.1972245773362196,4.875197323201151,0.0,5,11,1.3862943611198906,0.6931471805599453,0.0,7.610357618312838,2,1
2.6390573296152584,4.382026634673881,0.0,11,7,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.610357618312838,1,1
5.099866427824199,4.623010104116422,0.0,5,10,1.3862943611198906,1.3862943611198906,0.0,7.610357618312838,1,0
4.51085950651685,3.903990833730882,0.0,7,7,1.6094379124341003,2.772588722239781,1.791759469228055,7.609862200913554,1,0
4.477336814478207,4.319486116198983,0.0,14,4,1.6094379124341003,0.6931471805599453,0.0,7.610357618312838,2,0
5.117993812416755,4.618086411254637,0.6931471805599453,19,6,1.6094379124341003,1.0986122886681098,1.0986122886681098,7.610357618312838,2,0
5.056245805348308,4.752123598944254,0.6931471805599453,5,7,1.6094379124341003,1.6094379124341003,0.0,7.610357618312838,2,0
5.288267030694535,4.763028270603671,0.6931471805599453,15,9,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,2,0
1.0986122886681098,4.189654742026425,0.0,27,9,1.0986122886681098,0.0,1.0986122886681098,7.609862200913554,1,0
1.0986122886681098,4.785489740111373,0.0,31,5,1.6094379124341003,1.6094379124341003,0.0,7.610357618312838,2,1
3.58351893845611,4.554403068934438,0.6931471805599453,8,10,1.6094379124341003,1.0986122886681098,0.0,7.609862200913554,1,1
1.6094379124341003,4.8283137373023015,0.6931471805599453,8,9,1.6094379124341003,1.6094379124341003,0.0,7.609862200913554,2,1
3.784189633918261,4.460144413937834,0.0,19,10,1.3862943611198906,1.0986122886681098,0.0,7.610357618312838,2,1
3.295836866004329,4.189654742026425,0.0,11,7,1.0986122886681098,0.0,0.6931471805599453,7.610357618312838,1,1
3.4965075614664802,4.605170185988092,1.0986122886681098,25,9,1.6094379124341003,0.0,0.6931471805599453,7.610357618312838,1,1
4.430816798843313,4.892602227184663,0.0,6,10,1.6094379124341003,1.3862943611198906,0.6931471805599453,7.610357618312838,1,0
5.123963979403259,4.592591403781231,0.0,26,12,1.6094379124341003,1.3862943611198906,0.6931471805599453,7.610357618312838,2,0
4.605170185988092,5.297817241506355,1.0986122886681098,11,6,1.6094379124341003,0.6931471805599453,0.0,7.610357618312838,2,1
4.465908118654584,5.267136249064462,0.6931471805599453,20,10,1.6094379124341003,1.3862943611198906,0.0,7.610357618312838,4,1
